Starting the 'Apache2.4' service
The 'Apache2.4' service is running.
ly determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:30:52.833800 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:30:52.835940 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:30:52.835940 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:30:52.837453 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 26656
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:30:53.317434 2025] [mpm_winnt:notice] [pid 26656:tid 440] AH00354: Child: Starting 64 worker threads.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:45.304300 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:42:45.304300 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:42:45.304300 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:42:45.309653 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 872
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:46.272691 2025] [mpm_winnt:notice] [pid 872:tid 464] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:42:47.274481 2025] [mpm_winnt:notice] [pid 26656:tid 440] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:57.057184 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:42:57.057184 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:42:57.057184 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:42:57.072202 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 18464
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:58.027504 2025] [mpm_winnt:notice] [pid 18464:tid 480] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:42:59.033038 2025] [mpm_winnt:notice] [pid 872:tid 464] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:43:06.915823 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:43:06.915823 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:43:06.915823 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:43:06.927496 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 17792
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:43:07.883249 2025] [mpm_winnt:notice] [pid 17792:tid 512] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:43:08.888663 2025] [mpm_winnt:notice] [pid 18464:tid 480] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:46:22.236813 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:46:22.236813 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:46:22.236813 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:46:22.247738 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 27468
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:46:24.206805 2025] [mpm_winnt:notice] [pid 17792:tid 512] AH00364: Child: All worker threads have exited.
[Wed Apr 23 18:46:24.408264 2025] [mpm_winnt:notice] [pid 27468:tid 456] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:53:01.865861 2025] [php:error] [pid 27468:tid 1276] [client 127.0.0.1:59966] PHP Fatal error:  Uncaught mysqli_sql_exception: The server requested authentication method unknown to the client [auth_gssapi_client] in C:\\Apache24\\htdocs\\dbtest.php:2\nStack trace:\n#0 C:\\Apache24\\htdocs\\dbtest.php(2): mysqli->__construct('localhost', 'root', Object(SensitiveParameterValue))\n#1 {main}\n  thrown in C:\\Apache24\\htdocs\\dbtest.php on line 2
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_read(): Implicitly marking parameter $attributes as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1196, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_read(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1196, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_rename_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1234, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_rename(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1258, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $binddn as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $sasl_mech as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $sasl_realm as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $sasl_authc_id as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $sasl_authz_id as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $props as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_search(): Implicitly marking parameter $attributes as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1378, referer: http://localhost/
[Wed Apr 23 19:18:32.932344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\ldap_search(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1378, referer: http://localhost/
[Wed Apr 23 19:18:32.934346 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mailparse_msg_extract_part_file(): Implicitly marking parameter $callbackfunc as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mailparse.php on line 29, referer: http://localhost/
[Wed Apr 23 19:18:32.934346 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_chr(): Implicitly marking parameter $encoding as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 16, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_ereg_search_init(): Implicitly marking parameter $pattern as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 193, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_ereg_search_regs(): Implicitly marking parameter $pattern as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 218, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_http_output(): Implicitly marking parameter $encoding as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 292, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_internal_encoding(): Implicitly marking parameter $encoding as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 323, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_ord(): Implicitly marking parameter $encoding as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 347, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_regex_encoding(): Implicitly marking parameter $encoding as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 395, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_send_mail(): Implicitly marking parameter $additional_parameter as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 467, referer: http://localhost/
[Wed Apr 23 19:18:32.935352 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mb_str_split(): Implicitly marking parameter $encoding as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mbstring.php on line 514, referer: http://localhost/
[Wed Apr 23 19:18:32.936344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\sapi_windows_vt100_support(): Implicitly marking parameter $enable as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\misc.php on line 342, referer: http://localhost/
[Wed Apr 23 19:18:32.936344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\msql_connect(): Implicitly marking parameter $hostname as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\msql.php on line 84, referer: http://localhost/
[Wed Apr 23 19:18:32.936344 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\msql_pconnect(): Implicitly marking parameter $hostname as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\msql.php on line 372, referer: http://localhost/
[Wed Apr 23 19:18:32.937416 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mysql_connect(): Implicitly marking parameter $server as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mysql.php on line 76, referer: http://localhost/
[Wed Apr 23 19:18:32.937416 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mysql_connect(): Implicitly marking parameter $username as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mysql.php on line 76, referer: http://localhost/
[Wed Apr 23 19:18:32.938412 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\mysql_connect(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\mysql.php on line 76, referer: http://localhost/
[Wed Apr 23 19:18:32.939951 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\fsockopen(): Implicitly marking parameter $timeout as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\network.php on line 307, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_connect(): Implicitly marking parameter $connection_string as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 492, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_connect(): Implicitly marking parameter $character_set as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 492, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_connect(): Implicitly marking parameter $session_mode as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 492, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_new_collection(): Implicitly marking parameter $schema as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 915, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_new_connect(): Implicitly marking parameter $connection_string as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 1014, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_new_connect(): Implicitly marking parameter $character_set as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 1014, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_new_connect(): Implicitly marking parameter $session_mode as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 1014, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_pconnect(): Implicitly marking parameter $connection_string as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 1235, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_pconnect(): Implicitly marking parameter $character_set as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 1235, referer: http://localhost/
[Wed Apr 23 19:18:32.941955 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\oci_pconnect(): Implicitly marking parameter $session_mode as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\oci8.php on line 1235, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_csr_new(): Implicitly marking parameter $configargs as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 212, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_csr_new(): Implicitly marking parameter $extraattribs as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 212, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_csr_sign(): Implicitly marking parameter $configargs as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 253, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_open(): Implicitly marking parameter $iv as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 363, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkcs12_export_to_file(): Implicitly marking parameter $args as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 436, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkcs12_export(): Implicitly marking parameter $args as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 484, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkcs7_sign(): Implicitly marking parameter $extracerts as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 621, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkey_export_to_file(): Implicitly marking parameter $passphrase as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 651, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkey_export_to_file(): Implicitly marking parameter $configargs as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 651, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkey_export(): Implicitly marking parameter $passphrase as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 682, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkey_export(): Implicitly marking parameter $configargs as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 682, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_pkey_new(): Implicitly marking parameter $configargs as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 771, referer: http://localhost/
[Wed Apr 23 19:18:32.944954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\openssl_seal(): Implicitly marking parameter $iv as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\openssl.php on line 956, referer: http://localhost/
[Wed Apr 23 19:18:32.945952 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\password_hash(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\password.php on line 114, referer: http://localhost/
[Wed Apr 23 19:18:32.946954 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60939] PHP Deprecated:  Safe\\pcntl_exec(): Implicitly marking parameter $args as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\pcntl.php on line 23, referer: http://localhost/
